overlap,accuracy,std
0.0,0.9666666666666667,0.1795054935711501
0.5,1.0,0.0
1.0,1.0,0.0
1.5,0.9333333333333333,0.24944382578492943
2.0,0.9,0.29999999999999993
2.5,1.0,0.0
3.0,0.9666666666666667,0.1795054935711501
3.5,1.0,0.0
